#OTU ID	otuid	A1001	A1002	A1003	A1004	A1005	A1011	A1012	A1016	A1018	A1019	A1028	A1029	A1032	A1035	A1038	A1041	A1044	A1048	A1051	A1052	A1054	A1057	A1059	A1067	A1071	A1079	A1080	A1089	A1091	A1093	A1094	A1095	A1096	A1110	A1118	A1127	A1128	A1129	A1131	A1133	A1134	A1135	A1136	A1138	A1140	A1144	A1145	A1146	A1148	A1150	A1151	A1152	A1153	A1154	A1157	A1158	A1160	A1163	A1164	A1165	A1167	A1168	A1169	A1172	A1174	A1181	A1182	A1186	A1188	A1189	A1190	A1191	A1192	A1194	A1197	A1198	A1201	A1202	A1203	A1205	A1206	A1213	A1218	A1219	A2004	A2005	A2011	A2019	A2020	A2022	A2034	A2037	A2038	A2044	A2058	A2067	A2073	A2075	A2079	A2081	A2088	A2094	A2102	B1001	B1002	B1003	B1004	B1005	B1011	B1012	B1016	B1018	B1019	B1028	B1029	B1032	B1035	B1038	B1041	B1044	B1048	B1051	B1052	B1054	B1057	B1059	B1067	B1071	B1079	B1080	B1089	B1091	B1093	B1094	B1095	B1096	B1110	B1118	B1127	B1128	B1129	B1131	B1133	B1134	B1135	B1136	B1138	B1140	B1144	B1145	B1146	B1148	B1150	B1151	B1152	B1153	B1154	B1157	B1158	B1160	B1163	B1164	B1165	B1167	B1168	B1169	B1172	B1174	B1181	B1182	B1186	B1188	B1189	B1190	B1191	B1192	B1194	B1197	B1198	B1201	B1202	B1203	B1205	B1206	B1213	B1218	B1219	B2004	B2005	B2011	B2019	B2020	B2022	B2034	B2037	B2038	B2044	B2058	B2067	B2073	B2075	B2079	B2081	B2088	B2094	B2102
2f4a2b08eec8d8d5f66dc0d20552881f	OTU1	0.019251749	0.001227689	0.009457002	0.10485044	0.069513939	0.007378259	0.011407797	0.059626224	0.100284531	0.002529882	0.095257487	0.004888797	0.041973321	0.005419245	0.001348905	0.004277421	0.01214653	0.063782962	0.152665867	0.030399313	0.024565178	0.121633574	0.018467924	0.06206594	0.004755223	0.042239805	0.036435798	0.036225115	0.121298747	0.024990375	0.081926899	0.002303296	0.013942528	0.008239313	0.017249828	0.01745105	0.03652601	0.014439292	0.021159646	0.007639959	0.005053041	0.009441805	0.01969805	0.006777268	0.026399604	0.009042839	0.002835156	0.018645328	0.08334592	0.26881572	0.007536336	0.197111632	0.060716731	0.061293436	0.025558269	0.00560524	0.075072109	0.044905572	0.037902034	0.035090436	0.007890754	0.035238263	0.00491995	0.028572834	0.024566385	0.035780692	0.028946125	0.054463574	0.004156979	0.006286904	0.07162374	0.063916726	0.099049654	0.019761718	0.001749067	0.02037636	0.024608365	0.217629715	0.023205628	0.02123599	0.196443257	0.471729726	0.525186175	0.555912886	0.082874966	0.053744044	0.110483695	0.071320056	0.137738171	0.001637027	0.012047199	0.458471875	0.314497536	0.009266382	0.023694802	0.068228808	0.017974707	0.011556659	0.008962703	0.005640808	0.040065731	0.013129288	0.155826903	0.367406198	0.011215987	0.024075308	0.009576849	0.125761084	0.047001357	0.01232175	0.012951117	0.181818182	0.038292236	0.100061648	0.02293136	0.019549453	0.029831492	0.003444537	0.01691448	0.012333083	0.034254413	0.044515169	0.012063259	0.049894864	0.016614587	0.165223994	0.007145133	0.139976812	0.056949887	0.013307607	0.012460141	0.004715821	0.042096274	0.00183756	0.086939053	0.10494904	0.071139225	0.008534288	0.098146129	0.162053722	0.083316285	0.013489164	0.010492552	0.006078438	0.130688165	0.037174259	0.083748457	0.045109866	0.016397391	0.008764102	0.004061139	0.008752323	0.003021078	0.00579565	0.004072305	0.020653736	0.129506431	0.118167764	0.098985058	0.039916948	0.123119507	0.140195275	0.151730653	0.033322747	0.006752484	0.36320827	0.020091801	0.015748619	0.19113367	0.008545842	0.017608676	0.103377098	0.00478275	0.335573226	0.189835154	0.018096332	0.003251768	0.015470065	0.012327232	0.247172471	0.008315185	0.078212899	0.050330698	0.022645559	0.043789679	0.053392137	0.027448514	0.055109539	0.178522544	0.175837408	0.012446572	0.03175363	0.741265427	0.801286174	0.117734503	0.016432328	0.123471804	0.026321688	0.027335139	0.022805219	0.051328214	0.004211951	0.142248158	0.096137491	0.327865524	0.100075193
38f9479d2f37d1036274704b09d2e3c5	OTU2	0.057434384	0.111247521	0.135723565	0.004363498	0.015725518	0.047343827	0.04563119	0.027647582	0.046423401	0.022365623	0.07047989	0.018660056	0.275816467	0.045914231	0.00156189	0.052703941	0.003695373	0.085030611	0.088633636	0.027050236	0.167608033	0.03425138	0.056769821	0.023369155	0.057712296	0.069293974	0.045707408	0.198289451	0.043762132	0.143572154	0.045848071	0.009924077	0.033994458	0.025464359	0.068460257	0.38672946	0.136057156	0.181703204	0.020138146	0.093348742	0.050844266	0.054572447	0.034341994	0.158206848	0.098308444	0.087899456	0.061401377	0.109615039	0.010059511	0.0097425	0.036305999	0.06508587	0.052042913	0.083574646	0.016442777	0.06455473	0.124303607	0.117136862	0.188373679	0.038992815	0.051956475	0.027325479	0.041980885	0.043326448	0.051231405	0.032514197	0.038752363	0.101421401	0.060064821	0.023660847	0.035699888	0.051612756	0.101996464	0.02680079	0.018306903	0.06057042	0.030296578	0.020142735	0.030128079	0.038620355	0.03230366	0.134649363	0.109375597	0.118201309	0.012510062	0.022089857	0.014979301	0.137336685	0.132070547	0.055621698	0.009365459	0.02735406	0.019031689	0.03912861	0.003032708	0.331232976	0.06843862	0.024586985	0.103884699	0.05264754	0.051628324	0.057486518	0.00195031	0.00113425	0.123257375	0.179231923	0.042523292	0.035031301	0.055956581	0.093797591	0.043907447	0.027220524	0.076311792	0.107035524	0.101167765	0.218463066	0.098081109	0.045448747	0.096547251	0.166751688	0.020450396	0.13875341	0.039941155	0.110303289	0.140385641	0.115160719	0.031743503	0.085060657	0.030517802	0.050619981	0.270371661	0.050807841	0.151812259	0.040181306	0.002627024	0.101505831	0.09263991	0.034306707	0.164433712	0.167843929	0.106894435	0.07953351	0.094523577	0.098127971	0.040017483	0.181867913	0.083471708	0.136066559	0.059548419	0.044552756	0.035294986	0.025951109	0.036647998	0.016742988	0.051416518	0.081178161	0.083095736	0.028550768	0.021285593	0.126602647	0.115390837	0.112096594	0.107722991	0.058852271	0.017389341	0.034518256	0.044553775	0.037766831	0.028755035	0.063288374	0.045317761	0.12324039	0.031290532	0.051368201	0.088992785	0.090208299	0.032734466	0.084710533	0.031826672	0.0182887	0.048069689	0.298406707	0.066462333	0.146820499	0.083265505	0.101248006	0.095613897	0.03313376	0.111996779	0.014522367	0.02820995	0.001276528	0.00072426	0.001607717	0.001152074	0.112963663	0.109710043	0.068141791	0.071864962	0.0446558	0.044677959	0.031401602	0.049002566	0.047838412	0.030289496	0.008271242
39588ae5a2fba3ddc3cad7a75d195554	OTU3	0.004684592	0.033525357	0.069316706	0	0.002501787	0.022934088	0.028018052	0.036843667	0.007687316	0.003299846	0.054880341	0	0.156192502	0.035545125	0.000887437	0	0.002410026	0.000480173	0	0.018505796	0.044602833	0.000762497	0.02582357	0.032799669	0.01998233	0.019902617	0.01193923	0.000496234	0.00656432	0.032830492	0.016405592	0	0.004058388	0.012057532	0.014113496	0.027612013	0.001875419	0.036467116	0	0.027285568	0.002950223	0.020486936	0.011144949	0.029932933	0.01146578	0.014560503	0.040340219	0.03331538	0.002295864	0.000607181	0	0.032786885	0.00707601	0.023729086	0.013869505	0.04767603	0.01979533	0.016600606	0.001704739	0.011583251	0.004539886	0.024441709	0.006815341	0.00536048	0.046787235	0.018568772	0.059073724	0.06605057	0.068660607	0	0.003807391	0.010363641	0.010387506	0.023828209	0.002128032	0.018523964	0.018038023	0.003141275	0.022168661	0.005586592	0	0.000639737	0.000343708	0.000394945	0.014153475	0.008883594	0.012092381	0.02938983	0.048771393	0	0.020216189	0.005176019	0.005153474	0.012868033	0.000623547	0.00223163	0.029733288	0.004963934	0.002841203	0.02632377	0.001165223	0.021176271	0.000763165	0.00031759	0.024762055	0.038070643	0.000884818	0.004930966	0.042713704	0.054478748	0.036563216	0.020284883	0.011140976	0	0.000770802	0.056552789	0.030879626	0.039867322	0.015916575	0.000630158	0.000438223	0.01483839	0.002390585	0.026871948	0.085168813	0.065502404	0.029035635	0.057461188	0.02030351	0.002638822	0.000643104	0.039448864	0.025902967	0.005226837	0	0.014461482	0	0.007893745	0.04027107	0.030464658	0.003708061	0	0.026621	0.006757412	0.011922685	0.010244679	0.027249117	0.001726044	0.015614651	0.011510034	0.033572079	0.020422088	0.004787246	0	0.014062637	0.07188398	0	0.016681628	0.016492811	0.011471581	0.098549526	0.089115798	0.065473535	0.020448049	0.008401084	0.019975031	0.102218069	0.11414639	0.020861953	0.013596898	0.020230611	0.038203844	0	0.001007952	0	0.088677492	0.00379373	0.021330971	0.040791931	0.0007563	0.04632746	0.001996153	0.005888046	0.0182989	0.020836725	0.017359482	0.019462349	0.067730303	0.019605475	0.009195067	0.022807317	0	0	0	0.000594619	0.055450514	0	0.078484742	0.07243182	0.024855921	0.022265496	0.019668309	0	0.020269313	0.012871006	0.002460865
0ae1308cf1201de65c4edfcd616e89b2	OTU4	0.00051338	0.029181226	0.038659392	0.015303864	0.004199428	0.002520905	0.004512975	0.044912489	0.004891928	0.001136614	0.01268638	0	0.000402484	0.001280137	0	0.009853346	0.000867609	0.053659317	0.041830962	0.008158008	0.032096109	0.044041846	0.005779436	0.048663401	0.013875896	0.054017042	0.000813299	0.000437854	0.001199929	0.066886003	0.002459154	0.008758211	0.011193297	0.017225045	0.001764187	0.010902874	0.012234874	0	0	0.031908064	0.006433997	0.029513064	0.000842351	0.019131663	0.007785406	0.028814469	0.015795869	0.000795055	0.002930248	0.000441586	0.027992105	0.049473068	0.051871719	0.00498713	0.001919051	0.008754251	0.003239954	0.004243413	0.031594499	0.003499752	0.048965915	0.050852822	0.01459854	0.029162978	0.002715882	0.008693904	0.004056396	0.008819252	0.021172409	0.024595387	0.000492721	0.018193439	0.080226904	0.014791563	0.004343517	0.005998236	0.008365019	0.002672839	0.011098344	0.002151358	0.003829153	0.000396028	0	0	0.024013952	0.007998639	0.000435761	0.072507803	0.052350945	0	0.024837033	0.003873445	0	0.025106651	0.000906978	0.002723901	0.035673822	0.012125443	0.011106519	0.020895251	0.068031073	0.017223367	0.000678369	0	0.080605031	0.038237254	0.007807214	0.011705686	0.004559023	0.011352624	0.047776988	0.025878142	0.030228663	0.030515527	0.000539561	0.002288582	0.02281706	0.015532308	0.021005888	0.000450113	0.057942788	0.029346119	0.000993012	0.038133932	0.014671138	0.012958745	0.043143858	0.019511919	0.069457183	0.000964731	0	0.02333306	0.032608008	0.003511781	0	0.040492149	0.01433379	0.002015825	0.035052189	0.025082889	0.001074059	0.000750788	0.019118553	0.001616606	0.033339809	0.002635767	0.04996381	0.024998545	0.032152534	0.027299146	0.052573285	0.014281345	0.003160512	0.013702061	0.036885126	0.118938578	0.013210416	0.019848394	0.00456724	0.007059434	0.021550407	0.022831731	0.026294382	0.037378155	0.016757001	0.026699082	0.013165489	0.014753446	0.02519267	0.042947633	0.036558115	0.035801299	0.010214008	0.000634636	0.01225263	0.09862774	0.053003821	0.016935292	0.048524468	0.007528619	0.021659077	0.153268247	0.005000807	0.059350684	0.014406642	0.01229239	0.014463135	0.025683766	0.006260064	0.006203021	0.002222602	0	0	0	0.0004088	0.028120595	0.029251744	0.14550578	0.128424765	0.028815896	0.020281442	0.025685382	0.037910769	0.013288448	0.001258679	0.00389637
6a8e34c34c852052fbb2ef47f31923cf	OTU5	0	0.000566626	0	0	0.027430307	0	0.04882788	0.002551172	0.046323566	0.000586639	0	0.010328445	0.176977921	0	0.112278584	0.007600061	0.000739075	0.000440158	0.005357449	0.001030485	0.126053434	0	0.006226028	0	0.010627793	0.040779063	0.007222096	0	0	0	0.007006906	0.1212216	0.011389671	0.000689002	0.004018426	0	0.001116321	0.035940135	0	0.007062147	0	0.035866983	0.022873064	0.006565478	0.000778541	0	0.128311057	0.002487754	0.058756004	0	0.056881392	0	0	0	0.004056176	0	0.009877909	0.011284682	0	0	0	0.01628275	0	0	0	0.002311674	0	0.059811418	0.02321567	0	0	0.000479375	0.010277	0.000309148	0	0.098235813	0	0	0	0	0.006039268	0.013982818	0.010922284	0.005980591	0	0.006535058	0.000199724	0	0	0.003608899	0.003878208	0.005518802	0	0.004056228	0	0.054412392	0	0	0.007154665	0.04703706	0.042455931	0.166304317	0	0	0.000868844	0	0	0.227338993	0	0.074276616	0	0.062346185	0.083323595	0.001733837	0.229891702	0.037306642	0.020801419	0	0.007584073	0.000990248	0.000486914	0	0.007318867	0.106668092	0	0	0	0.002488477	0.047235888	0.007490849	0.000509124	0	0	0	0.005686735	0.025617482	0	0.074359457	0.000441398	0.000744798	0.064596972	0.000550578	0.075495633	0.001616606	0.078529455	0.005893177	0.00104313	0	0.00166583	0	0.001058357	0.06611298	0.002788687	0.100672582	0	0	0	0.102782765	0.005948689	0.008305217	0.000521236	0.0008447	0	0.002223145	0.000722674	0.028889327	0.043481846	0.034308603	0.102470372	0.039043303	0.015135715	0.00301164	0	0	0	0	0	0.075646574	0	0	0	0	0	0.027636169	0.054208042	0.091864502	0.085018079	0.024323037	0.007689211	0.000474349	0.01145495	0	0	0	0.036011595	0.027948709	0.007809	0	0.00075581	0	0	0	0	0.004216867	0	0
cd4a4cd5016bf44fe442b7072a21e1eb	OTU6	0.000320862	0	0.000415692	0.012268387	0.004824875	0	0	0.099436369	0.010283033	0	0.018418745	0.021001171	0.005778519	0.12293578	0.016967804	0.015543844	0.000482005	0	0.001714384	0	0.012237762	0.000243999	0.000945726	0.095036187	0.004235526	0.01552039	0	0.000817327	0	0.00332505	0.001718039	0.099098587	0.002247387	0	0.005292561	0	0.000937709	0.018971332	0	0.006163328	0.001067102	0.034501188	0.007062788	0	0	0.003295272	0.006318348	0	0.03507235	0	0.015730606	0.083333333	0	0.001809846	0.008286811	0.012470084	0.002686791	0.002378177	0.050517104	0.005265114	0.028176119	0.005134517	0	0.039736402	0	0	0	0.003541774	0.002923977	0	0	0	0	0	0	0.016612761	0	0.000358216	0	0	0	0.001035764	0.001183884	0	0.003521599	0.011334241	0	0	0	0.002567155	0.003135572	0	0.151394602	0.024687041	0.000793606	0.022447573	0.006063019	0	0	0	0.035315208	0.03436203	0	0.00049907	0	0.000333222	0.037578723	0.004416431	0	0.003184272	0.15572929	0.019986576	0	0.002774139	0.028211354	0.005597375	0.028138354	0.004624609	0.012823072	0	0.000243457	0.006075887	0.056160353	0.015217934	0	0.039635535	0.176307286	0.052031785	0.013799717	0.10955367	0.00053592	0.004346756	0.007305965	0.000653355	0.012084312	0.009044165	0.008787237	0.036454408	0.001168406	0.001393494	0.013297872	0.022974123	0.005998333	0.002942223	0.044072653	0.009274915	0	0.008184163	0.001404917	0.00082378	0.171503114	0.124861774	0.003741489	0.023468804	0.018808777	0.011359555	0.005005386	0.023613605	0.05362278	0.005086945	0.029279077	0.041315744	0.057207337	0.007133609	0.002529359	0.172941718	0.002638595	0.001343484	0.025891173	0.058100803	0.005035307	0	0	0	0.004997783	0.017768301	0	0.02010427	0.170788196	0.002372031	0.005543457	0.057888433	0.002742378	0.013308291	0.008139346	0.016045791	0.01594089	0.068240577	0.00497182	0	0	0	0	0	0.00587186	0.020557599	0.020034564	0.005763873	0.008187945	0.031467666	0.029797553	0.000564101	0.011878156	0.028561304	0	0
849154d1fef3cbacbdede1343a55ac92	OTU7	0.015080536	0.002077628	0	0.000569152	0	0	0	0.176920795	0.014875455	0	0.009773211	0.000240997	0.002788638	0.011094517	0	0.037198289	0.000867609	0.004481613	0.023872793	0.011507085	0.0039896	0.000304999	0.002101613	0.159027219	0.002000832	0.006238588	0.006278669	0.01339833	0	0.011060166	0.026612767	0	0.000414567	0.00378951	0.004508478	0.007354601	0.00727841	0.003583474	0.010555502	0.019517206	0.024041178	0.003384798	0.011792911	0.000494176	0.001557081	0.017166066	0.014985824	0.002154343	0	0.037452046	0.062384114	0	0.014779731	0.229166667	0.012822749	0.006361003	0.004385792	0.003637211	0.003011706	0	0.00129711	0.025742922	0.003468161	0.001819612	0	0	0.020203214	0.013862176	0.000598887	0.054245784	0.000358343	0.001415299	0.053705614	0.000856103	0.119694496	0.004733902	0.020288973	0.001487972	0.006025616	0.003018842	0.014648438	0.016084811	0.018254726	0.024091627	0.007143815	0.022566372	0.000780739	0.066707179	0.004176144	0.033447429	0	0.003187879	0.000542471	0.007063431	0	0.008893702	0.002388462	0.028180667	0.003228639	0.018014193	0.00095608	0.002625858	0	0.038156164	0.007306189	0.012495835	0.004319992	0	0.006675712	0.009552817	0.012240385	0.031023939	0.001752951	0.006973877	0.007129919	0.001571677	0.002700959	0.009089749	0.081279313	0.011552888	0.030164334	0.017938332	0	0.02680067	0.018786678	0.00526449	0.016315478	0.005316291	0.003877262	0	0.001500576	0.011194948	0.022645329	0.16472702	0.00040178	0.002662749	0.011591674	0.237886209	0.006413252	0.007736293	0.001687807	0.003003153	0.013990069	0.088460668	0.011388471	0.27076288	0.000553498	0.011791401	0.020311089	0.018397748	0.014472421	0.005058466	0.001092236	0.00636806	0.00041016	0.002110273	0.012418425	0.088993617	0.010600507	0.001816766	0.004798965	0.006260714	0.002151836	0.007793223	0.010094851	0	0.000961988	0.00074638	0.074576824	0.0081636	0.017578882	0.00351922	0.065256161	0.003509165	0.008746121	0.003116287	0.002411728	0.002453402	0.006163616	0.000721922	0.009146704	0.016368454	0.019519277	0.001985511	0.001790656	0.001032185	0.002075145	0.006871683	0.015640097	0.000875721	0	0	0.000260734	0	0.013564739	0.003231462	0.006176791	0.001344904	0.00195251	0.005727822	0.002571922	0.028317852	0.092873107	0.006059532	0.002598563	0
dd5ce8d0b040693d540cb5aaf1b9fb3b	OTU8	0.026503241	0.006893947	0.022707197	0.015683299	0	0.000245942	0.001065563	0.023375853	0.011031798	0.003483171	0.028097983	0	0.00425483	0	0.000354975	0.002100519	0	0.028130127	0.006814675	0.040446544	0.017079075	0.003049989	0.02584984	0.01715525	0.007119842	0.01381619	0.410716028	0	0.010658197	0.0066501	0.009870305	0.000369665	0	0.012114948	0.010291091	0.004709525	0.019334673	0.058705734	0.000778286	0.05816641	0.00310715	0.033907363	0.096416769	0.006424285	0.038643924	0.002912101	0.006561361	0.000359057	0.000513549	0.00193194	0.100005981	0.00156128	0.035950696	0.000482625	0.048281577	0.008817231	0.015962701	0.008719981	0.000966019	0.000681368	0.075412553	0.069667663	0.000927532	0.059752139	0.007777298	0.062716719	0.009806238	0.021321011	0.015430142	0.00093454	0.008465845	0.005387267	0.004088699	0.032579487	0.007783349	0.002058218	0.011771863	0.00027555	0.014965948	0.080606544	0.000719572	0.000731128	0.002711476	0.001805462	0.006238261	0.050918993	0.000562859	0.047841339	0.019948544	0	0.010438155	0.002639427	0	0.01790335	0.000850292	0.002133176	0.056741281	0.000310246	0.017124703	0	0.0023902	0.00039529	0.005116029	0.049952362	0.023616761	0.019618461	0.017696351	0.000857559	0	0.007614565	0.002606018	0.030874786	0.019788867	0.003043847	0.002312406	0.038768026	0.037047489	0.007973464	0.000898114	0.000690173	0.047741935	0.1339175	0.001838911	0.062012189	0.007164088	0.016198431	0.001888682	0.014110794	0.002876678	0.001901087	0	0.010046748	0.139287747	0.001388378	0	0.001055918	0.024523246	0.0146948	0.018694501	0.016553746	0.002838584	0.06797137	0.003823711	0.008568011	0.03938614	0.010891188	0.010367437	0.034986327	0.012483693	0.012860118	0.002559748	0.0004235	0.003555576	0.016206354	0.000263674	0.001032687	0.015808148	0.022566328	0.004059769	0.002180119	0.008357748	0.014707709	0.005038444	0.014487089	0.020438121	0.005782246	0.014264904	0.015897895	0.047544762	0.001501665	0.001698299	0.002199513	0	0.093515511	0.002821329	0.000929419	0	0.001192626	0.00227867	0	0.009265492	0.01121475	0.052669785	0.016045076	0.000732541	0	0.000503066	0.025513675	0.027294686	0.003247464	0.003795521	0.001276528	0.000173822	0	0	0.007838014	0.017410229	0.000864581	0.001039239	0.004136761	0.006833964	0.001955549	0.012374803	0.025407512	0.008282919	0.04812359
c1e8642f8860f09533337e6dcac4c65f	OTU9	0	0.023231655	0.010652117	0.006513628	0.001250893	0.000245942	0.001817726	0.010204687	0.036589627	0.000843294	0	0	0	0.001024109	0	0.003857317	0	0	0.023744214	0.020480893	0.029003048	0	0	0.008918781	0.000129924	0.003499696	0.011646443	0	0.011152285	0.002800042	0	0.001023687	0.01758635	0.006660351	0.010879153	0.000225799	0	0.020130691	0	0.010400616	0.001883121	0.050415677	0.058705372	0.032545005	0.003043386	0.027435052	0	0.039265472	0.0055282	0	0.000777558	0.042837627	0.032698014	0.000281532	0.000828681	0	0.077047691	0.080298438	0.029207865	0.00467666	0.002450097	0.028204677	0.000645239	0.003590046	0.024381211	0.003165988	0.041706049	0.004292349	0.000176143	0	0.004389698	0	0.018528068	0.014125705	0.000553871	0.000147016	0.001155894	0.012730429	0.00100894	0.009785211	0	0	0	0	0.003588677	0.005513955	0.000254194	0.093196696	0.000783027	0	0.022072778	0.005655915	0.000497265	0	0.00036846	0.000721998	0.010380623	0.005894672	0.077487344	0.026384424	0.000896325	0.1793489	0.000565307	0	0.028395403	0.020326558	0.031541144	0.00231541	0.002822252	0.018690295	0.012793177	0.026251025	0.026605898	0	0	0.000193013	0.005925986	0.011067168	0.018411336	0.00024006	0.00017042	0.009878482	0.000367782	0.03866852	0	0.050265756	0.010217085	0.041653706	0.011131493	0.000170247	0.000160776	0.011276962	0.007527358	0.002286741	0.000309062	0.076898356	0.035211268	0.000584024	0.000233681	0	0.078713175	0.000250263	0.006777572	0.004170843	0.032417075	0.029938333	0.023332056	0.031495452	0.044415454	0.040296561	0.008343794	0.05994871	0.000557737	0.001967659	0.031347962	0	0.026547551	0.052613206	0.002537356	0.003944978	0.032029045	0.023875183	0.031070407	0.058412528	0.020822042	0.036358061	0.0324877	0.028213166	0.040140632	0.064189374	0	0	0	0.000186658	0.022248196	0.000273358	0.000162588	0	0.006014195	0.006669188	0.007919224	0.000508112	0.006694628	0.037349074	0.000488361	0	0.000220091	0.006463464	0.032769726	0.002517697	0.006086511	0	0.000173822	0	0.018916307	0.089965279	0	0.000384258	0	0.05904607	0.029834295	0.010680305	0.033027067	0.036109142	0.000568436	0.001777292
5c0644f23e7db04b7c8bd37098828313	OTU10	0	0.028992351	0	0	0.001340243	0.021888834	0.00313401	0.020587363	0.014126691	0.003006526	0	0	0	0	0.015405914	0.012908647	0	0	0.042130979	0.006011164	0	0.000274499	0.01936111	0.01869045	0.013434154	0.008673159	0.021373499	0	0.004623257	0.068741031	0.024658919	0.005772457	0	0.004449803	0.01019308	0	0	0	0	0.008731382	0.003264076	0.014192399	0	0	0.006299101	0.015096942	0	0	0.003655258	0.000441586	0	0.003610461	0.019344898	0.010416667	0.002267969	0.032434815	0.039669683	0.038936815	0	0	0.035742596	0.035484438	0.031052143	0.039687223	0.0148139	0.025076637	0.024535287	0.004667636	0.000457972	0	0.002553191	0.008400484	0.032341241	0.012746427	0.035039646	0.007203764	0.005688213	0.002507509	0.006305877	0.00881363	0.039293791	0.000609273	0.000343708	0	0.001274483	0.013002042	0.001906457	0.000359086	0	0	0.013903787	0.009495081	0	0.037100497	0.001077036	0.003905353	0.004042012	0.030404095	0.000826532	0.008946443	0.057753212	0.003896434	0	0	0.15927491	0	0.000416385	0.009004374	0.037883311	0.026235636	0.018636974	0.011932284	0.007128667	0.023464591	0	0.000386026	0.011932597	0.026599477	0.015916575	0.000510128	0.000316494	0.075059932	0	0	0	0.016603392	0.015905884	0.013432118	0.003627116	0.000822858	0.000241164	0.022061839	0.070181542	0.008942791	0.001576215	0	0.041474511	0.00516202	0	0	0.000613748	0	0.010383821	0.017750331	0.044048371	0.000646509	0.000681228	0.048135291	0.009613648	0.009679412	0.019591917	0.016022398	0.003369664	0	0.0041309	0.06092852	0.033612114	0.021169958	0.052664223	0.036387231	0.013839711	0.015179747	0.01438056	0.052451567	0.015243902	0.000328537	0.016656131	0.017241379	0.012759319	0.000900999	0.00050651	0.036275041	0	0.000335984	0.025512877	0.063692526	0.000487765	0.009336559	0.014830034	0.017463646	0.029499109	0.001742097	0.006210679	0.015347464	0.009197461	0.01229239	0.012419431	0.049462512	0.028844605	0	0.004103266	0	0	0	0	0	0.011041413	0.058087034	0.056937709	0.019410954	0.02447	0.010981159	0.198865988	0.020198441	0.003491819	0.001367147
